cites,authors,title,year,source,publisher,article_url,cites_url,gs_rank,query_date,type,doi,ecc,cites_per_year,cites_per_author,author_count,age,abstract,full_text_url,related_url,source_file,query,papers,citations,years,cites_year,cites_paper,cites_author,papers_author,authors_paper,h_index,g_index,hc_index,h_i_index,h_i_norm,awcr,aw_index,awc_rp_a,e_index,hm_index,cites_author_year,h_i_annual,h_coverage,g_coverage,star_count,year_first,year_last,acc1,acc2,acc5,acc20,h_a,tool_name,study_id,double_code,topic_cat,tool_use_type
0,"K Wen, N Khanna","As Time Goes by: Redlining, Kinship and Environmental Justice",2025,Kinship and Environmental Justice,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5218282,,41,2025-09-15,,,0,0,0,2,1,"… , neighborhood and area scales between 2014 and 2022. We find that both redlining and … To construct this variable, we utilize data from EJScreen, a tool developed by the EPA that …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5218282,https://scholar.google.com/scholar?q=related:8QXjB2lRrF4J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,807,TRUE,NA,NA
0,"S Anderson, K Bopp, DB Gonzalez, J Colon, ...","Pathways Toward Electric Mobility: Communities LEAP in Hennepin County, Minnesota",2024,,osti.gov,https://www.osti.gov/biblio/2352706,,375,2025-09-15,,,0,0,0,5,1,This report presents the findings from a comprehensive community engagement initiative focused on advancing equitable transportation electrification in Hennepin County. This …,https://www.osti.gov/servlets/purl/2352706,https://scholar.google.com/scholar?q=related:1P5vfmx8f7sJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,583,TRUE,NA,NA
6,"R Winker, A Payton, E Brown, E McDermott, ...",Wildfires and climate justice: future wildfire events predicted to disproportionally impact socioeconomically vulnerable communities in North Carolina,2024,Frontiers in public …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fpubh.2024.1339700/full,https://scholar.google.com/scholar?cites=9543474696027875943&as_sdt=2005&sciodt=2007&hl=en,103,2025-09-15,,10.3389/fpubh.2024.1339700,6,6,1,5,1,"… From these data, environmental justice screening (EJScreen) variables, as previously … incorporated as an additional variable alongside the EJScreen indicators. We refer to these eight …",https://www.frontiersin.org/journals/public-health/articles/10.3389/fpubh.2024.1339700/pdf,https://scholar.google.com/scholar?q=related:Z6qrK6w7cYQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,564,TRUE,NA,NA
2,"A Bunting, D George, J McClure, M Husted, S Kriese",Mapping Environmental Justice and Uplifting Community Survival in Southwest Detroit,2023,,deepblue.lib.umich.edu,https://deepblue.lib.umich.edu/handle/2027.42/176209,https://scholar.google.com/scholar?cites=7501522822442691805&as_sdt=2005&sciodt=2007&hl=en,46,2025-09-15,,,2,1,0,5,2,"… dysfunction (Rector, 2022) but this section … 2022 that allocates $29 billion towards disadvantaged communities. An in-depth discussion of the two federal screening tools, EPA EJ …",https://deepblue.lib.umich.edu/bitstream/handle/2027.42/176209/EJinSWDetroit_Project.pdf?sequence=1,https://scholar.google.com/scholar?q=related:3awuIkPDGmgJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,37,TRUE,NA,NA
0,EV Equity,EQUITABLE EV ACTION,2024,Policy,law.berkeley.edu,https://www.law.berkeley.edu/wp-content/uploads/2024/04/Equitable-EV-Action-Plan-Framework-Apr.-2024-Review-Draft.pdf,,660,2025-09-15,PDF,,0,0,0,1,1,"Thank you for taking the time to review this framework and share your expertise! As you can see, the document is very much a draft and we welcome input on any of the sections or …",https://www.law.berkeley.edu/wp-content/uploads/2024/04/Equitable-EV-Action-Plan-Framework-Apr.-2024-Review-Draft.pdf,https://scholar.google.com/scholar?q=related:zDcb_8QtN0EJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,228,TRUE,NA,NA
0,MC Sotolongo,Environmental Justice Policy in the United States: Community Definition and Benefits Allocation in Underserved and Overburdened Communities,2023,,search.proquest.com,https://search.proquest.com/openview/9a5c4fc7794f2b76474827bcd546f895/1?pq-origsite=gscholar&cbl=18750&diss=y,,13,2025-09-15,,,0,0,0,1,2,"… In the context of this analysis, the two main weaknesses of EJSCREEN are: (1) certain environmental pollution indicators are incomplete for Puerto Rico, and (2) indicators cannot be …",https://www.researchgate.net/profile/Marisa-Sotolongo/publication/374196014_Environmental_Justice_Policy_in_the_United_States_Community_Definition_and_Benefits_Allocation_in_Underserved_and_Overburdened_Communities/links/65137d062c6cfe2cc2114cf7/Environmental-Justice-Policy-in-the-United-States-Community-Definition-and-Benefits-Allocation-in-Underserved-and-Overburdened-Communities.pdf,https://scholar.google.com/scholar?q=related:MPcg7wtMuQEJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,468,TRUE,NA,NA
1,"N Chartres, MT Aung, SL Norris, C Cooper, ...",Development of the Navigation Guide Evidence-to-Decision Framework for Environmental Health: Version 1.0,2025,Environmental …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/acs.est.4c08063,https://scholar.google.com/scholar?cites=3353521100229387327&as_sdt=2005&sciodt=2007&hl=en,27,2025-09-15,,10.1021/acs.est.4c08063,1,1,0,5,1,"… We hosted a two-day workshop in March 2022 with 30 experts from 25 different organizations in the academic, government, and nonprofit sectors. Nineteen experts were from academia…",https://pubs.acs.org/doi/full/10.1021/acs.est.4c08063,https://scholar.google.com/scholar?q=related:PyTzRawZii4J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,846,TRUE,NA,NA
0,"DMA Karwat, JR Blakley, EA Castillo, ...",Empowering Practicing Engineers and Planners to Advance Environmental Justice,2025,Journal of Civil …,ascelibrary.org,https://ascelibrary.org/doi/abs/10.1061/JCEECD.EIENG-2047,,148,2025-09-15,,10.1061/JCEECD.EIENG-2047,0,0,0,4,1,Engineers and planners are central players in creating the built environments and shaping natural ones that make up our communities. They can be a force for creating environments …,,https://scholar.google.com/scholar?q=related:BmolY1i9zMIJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,754,TRUE,NA,NA
0,B Rogne,Bridging the Gap Between Commitment and Implementation: Strategies for Incorporating Principles of Social Equity and Environmental Justice in Wet Weather …,2024,Collection Systems and Stormwater Conference 2024,accesswater.org,https://www.accesswater.org/publications/proceedings/-10102377/bridging-the-gap-between-commitment-and-implementation-strategies-for-incorporating-principles-of-social-equity-and-environmental-justice-in-wet-weather-planning,,53,2025-09-15,,,0,0,0,1,1,"… tools from the EPA such as EJScreen, and the Centers for Disease Control (CDC) and Prevention’s Social Vulnerability Index (SVI) data. EJScreen uses eight demographic indicators to …",,https://scholar.google.com/scholar?q=related:w47KUva9jgUJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,117,TRUE,NA,NA
0,"GIN BRAZIL, LV BORATTI","CHAPTER TWO ENVIRONMENTAL LICENSING, SPATIALITY AND GEOINFORMATION IN BRAZIL1 LARISSA VERRI BORATTI2",2023,… Spatial Data into Public Policies for …,books.google.com,https://books.google.com/books?hl=en&lr=&id=AVPEEAAAQBAJ&oi=fnd&pg=PA25&dq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&ots=vBtKptudML&sig=UVdzlkKiTOz--zoiDZ87r2wiv5I,,469,2025-09-15,,,0,0,0,2,2,"Over the years, major negotiating meetings have been held regarding key aspects of the sustainability and environmental policy-making agenda under the auspices of the United …",,https://scholar.google.com/scholar?q=related:OQ04c-NcDXQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,254,TRUE,NA,NA
0,"S Karasaki, A Libenson, T Tran, K Bangia, ...","How a Community-Academic-Government Partnership for Drinking Water Justice Strengthens the Rigor, Relevance, Reach, and Reflexivity of Science",2024,Environmental …,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/env.2024.0039,,358,2025-09-15,,10.1089/env.2024.0039,0,0,0,5,1,"… For example, during an advisory meeting in 2022, community partners proposed adding drinking water threats as a standalone data layer. How-to workshops—eg, step-by-step …",https://escholarship.org/content/qt6rj2b2hd/qt6rj2b2hd.pdf,https://scholar.google.com/scholar?q=related:i46zs01F2ooJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,599,TRUE,NA,NA
0,L Zhang,Environmental Justice,2025,Sustainability Economics,Springer,https://link.springer.com/chapter/10.1007/978-3-031-87829-9_14,,81,2025-09-15,,10.1007/978-3-031-87829-9_14,0,0,0,1,1,… Prominent examples include the EJI and EJScreen. These indexes provide essential insights into the distribution of environmental risks and identify areas in need of intervention. By …,,https://scholar.google.com/scholar?q=related:XgGi7XET07EJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,820,TRUE,NA,NA
0,TE DiSalvo,"Building “EJ Strong” Communities in Charleston, South Carolina: Exploring Community Managed Disaster Risk Reduction (CMDRR) in Union Heights, North …",2025,,search.proquest.com,https://search.proquest.com/openview/8f89e839b0367361ab015d6bbf5983d0/1?pq-origsite=gscholar&cbl=18750&diss=y,,101,2025-09-15,,,0,0,0,1,1,"… of writing this thesis, the EJ Screen tool had been removed … EJ Screen, the tool has been recreated by The Public Environmental Data Partners here: screening-tools.com/epa- ejscreen. …",,https://scholar.google.com/scholar?q=related:mgb8fPMfFL0J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,900,TRUE,NA,NA
1,"W Cook, A Albidrez, S Collier, DM Furuichi, ...",Amplifying desire-centered research beyond deficits and fatigue: A case study of environmental justice ArcGIS StoryMaps in Colorado,2024,Environmental …,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/env.2023.0009,https://scholar.google.com/scholar?cites=15313588509940859840&as_sdt=2005&sciodt=2007&hl=en,60,2025-09-15,,10.1089/env.2023.0009,1,1,0,5,1,"Environmental justice (EJ) mapping tools are an increasingly popular way for governments to use data to measure, prioritize, and hold accountable patterns of environmental injustice. …",,https://scholar.google.com/scholar?q=related:wEOHa53LhNQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,676,TRUE,NA,NA
0,E Haase,Handbook of Climate Psychiatry and Psychotherapy: A Manual for Clinicians,2025,,books.google.com,https://books.google.com/books?hl=en&lr=&id=sdNdEQAAQBAJ&oi=fnd&pg=PP12&dq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&ots=dQEleYiJpa&sig=O-c25H4ZAY1meyhCBqdekGkg18I,,134,2025-09-15,BOOK,,0,0,0,1,1,"… By the time of the most recent 2022 IPCC Sixth Assessment on health and climate change, human wellbeing and mental health began to make a significant appearance. The concept of …",,https://scholar.google.com/scholar?q=related:SoVwALw2ViQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,758,TRUE,NA,NA
0,S Carolina,Draft Environmental Assessment,2024,,columbiascwater.net,https://columbiascwater.net/wp-content/uploads/2024/04/PA-DR-4241-2891-SC-ColumbiaCanal-DEA-20240403.pdf,,425,2025-09-15,PDF,,0,0,0,1,1,"The State of South Carolina (SC) experienced severe storms and flooding between October 1, 2015 and October 23, 2015, bringing rainfall that exceeded once in a thousand-year …",https://columbiascwater.net/wp-content/uploads/2024/04/PA-DR-4241-2891-SC-ColumbiaCanal-DEA-20240403.pdf,https://scholar.google.com/scholar?q=related:4be426VvuL0J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,586,TRUE,NA,NA
0,"TR Lookingbill, KP Warren, JC Haley, EG Malcolm, ...",Virginia Heat Watch: Collaboration to assess climate vulnerability at local to regional scales,2025,Urban Climate,Elsevier,https://www.sciencedirect.com/science/article/pii/S2212095524004498,,31,2025-09-15,HTML,,0,0,0,5,1,"Systematic studies of temperature using consistent, field-validated methods are needed to make inter- and intra-urban heat comparisons and to prioritize resources and mitigation …",https://www.sciencedirect.com/science/article/pii/S2212095524004498,https://scholar.google.com/scholar?q=related:5XIc4GGiCnIJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,903,TRUE,NA,NA
9,"CA Schlosser, C Frankenfeld, S Eastham, X Gao, ...",Assessing compounding risks across multiple systems and sectors: a socio-environmental systems risk-triage approach,2023,Frontiers in …,frontiersin.org,https://www.frontiersin.org/articles/10.3389/fclim.2023.1100600/full,https://scholar.google.com/scholar?cites=2773169331162508892&as_sdt=2005&sciodt=2007&hl=en,184,2025-09-15,HTML,10.3389/fclim.2023.1100600,9,4.5,2,5,2,"Physical and societal risks across the natural, managed, and built environments are becoming increasingly complex, multi-faceted, and compounding. Such risks stem from socio-…",https://www.frontiersin.org/articles/10.3389/fclim.2023.1100600/full,https://scholar.google.com/scholar?q=related:XO7yVdBGfCYJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,164,TRUE,NA,NA
0,"NJ Wilson, R Allenbrand, E Friedman, ...",Visualizing Parcel-Level Lead Risk Using an Exterior Housing-Based Index,2024,… and Public Health,pmc.ncbi.nlm.nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC11765214/,,289,2025-09-15,HTML,,0,0,0,4,1,"… The EPA’s EJScreen is an environmental mapping and screening tool that quantifies patterns of lead risk exposure [30,31]. Other similar indices focused on lead risk also exist, such as …",https://pmc.ncbi.nlm.nih.gov/articles/PMC11765214/,https://scholar.google.com/scholar?q=related:a8OMlfCPAPIJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,510,TRUE,NA,NA
10,"VG Zartarian, J Xue, AG Poulakos, ...",A US lead exposure hotspots analysis,2024,Environmental …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/acs.est.3c07881,https://scholar.google.com/scholar?cites=2508633864842654668&as_sdt=2005&sciodt=2007&hl=en,77,2025-09-15,,10.1021/acs.est.3c07881,10,10,3,4,1,"To identify US lead exposure risk hotspots, we expanded upon geospatial statistical methods from a published Michigan case study. The evaluation of identified hotspots using five lead …",https://pubs.acs.org/doi/full/10.1021/acs.est.3c07881,https://scholar.google.com/scholar?q=related:zDN2cTV10CIJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,672,TRUE,NA,NA
68,"PGT Lewis, WA Chiu, E Nasser, J Proville, ...",Characterizing vulnerabilities to climate change across the United States,2023,Environment …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0160412023000454,https://scholar.google.com/scholar?cites=9081202494777090036&as_sdt=2005&sciodt=2007&hl=en,445,2025-09-15,HTML,,68,34,14,5,2,"Climate change will cause a range of related risks, including increases in infectious and chronic disease, intensified social and economic stresses, and more frequent extreme weather …",https://www.sciencedirect.com/science/article/pii/S0160412023000454,https://scholar.google.com/scholar?q=related:9F-UAo7pBn4J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,NA,EJScreen,531,TRUE,NA,NA
