cites,authors,title,year,source,publisher,article_url,cites_url,gs_rank,query_date,type,doi,ecc,cites_per_year,cites_per_author,author_count,age,abstract,full_text_url,related_url,source_file,tool_name,study_id,double_code,topic_cat,tool_use_type
0,M Piotrowski,Multi-media Health Risk Assessment for Southeast Chicago Residents Using Environmental Monitoring Data,2025,,search.proquest.com,https://search.proquest.com/openview/03e6daa6c42099d746b4eb6f884a6853/1?pq-origsite=gscholar&cbl=18750&diss=y,,32,2025-09-15,,,0,0,0,1,1,"… In May of 2022, elevated levels of Mn and PM10 were observed on two occasions. That July, the EPA completed their last publicly reported inspection. The elevated levels were …",https://indigo.uic.edu/articles/thesis/Multi-media_Health_Risk_Assessment_for_Southeast_Chicago_Residents_Using_Environmental_Monitoring_Data/29338904/1/files/55442882.pdf,https://scholar.google.com/scholar?q=related:NwiBif6WpscJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Air quality & pollution,None
0,"M R. Greenberg, D Schneider",Method: Apportioning Temporal Changes in Environmental And Social Justice Metrics by Geographical Layers,2025,Environmental Justice,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/env.2024.0012,,40,2025-09-15,,10.1089/env.2024.0012,0,0,0,2,1,This article sets forth and illustrates a method to separate temporal changes in environmental and social justice indicators in local areas from influences at larger scales. It identifies …,,https://scholar.google.com/scholar?q=related:bRWG_a6X2pkJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,"Governance, policy & institutional frameworks",Mentioned/Context
1,"M Workman, I Udoh, I Eyo, P Anih, E Obi",Promoting sustainable development through service learning in an international virtual exchange program,2025,… Competence Through Virtual …,Springer,https://link.springer.com/chapter/10.1007/978-3-031-76418-9_14,https://scholar.google.com/scholar?cites=16922746025615426416&as_sdt=2005&sciodt=2007&hl=en,189,2025-09-15,,10.1007/978-3-031-76418-9_14,1,1,0,5,1,This chapter explores the transformative role of education in fostering sustainable development through cross-national virtual exchange programs between university students in the US …,,https://scholar.google.com/scholar?q=related:cAP2iNmr2eoJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Other,None
0,"MA Hummel, A Akom, T Cruz, A Hope, AJ Torres, ...",Leveraging community-generated data to enhance flood resilience assessments,2025,Natural Hazards,Springer,https://link.springer.com/article/10.1007/s11069-025-07475-x,,96,2025-09-15,HTML,10.1007/s11069-025-07475-x,0,0,0,6,1,"As the frequency and severity of flood hazards continue to increase, there is an urgent need for resilience-building efforts that enable communities to prepare for, respond to, and …",https://link.springer.com/article/10.1007/s11069-025-07475-x,https://scholar.google.com/scholar?q=related:JB-_D9WtMRQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Climate hazards & risks,Mentioned/Context
0,ME Jermak,Lingering Difficulties in the Search for Standardization: A Critical Review of Social Life Cycle Assessment Methods Since 2020,2025,,repository.gatech.edu,https://repository.gatech.edu/entities/publication/56e7bd0c-4bea-4b49-b690-0930bab1785c,,192,2025-09-15,,,0,0,0,1,1,"Over the past two decades, sustainability analysis has evolved into a multi-faceted framework for holistic Life Cycle Sustainability Assessment (LCSA). The newest, most unstandardized …",https://repository.gatech.edu/bitstreams/4c11ca65-ba6f-429c-bd65-d46ff4995612/download,https://scholar.google.com/scholar?q=related:ThMziqBjRSMJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,"Governance, policy & institutional frameworks",None
0,"MM Johnson, F Garcia-Menendez",Impacts of climate change on land management and wildland fire smoke in the Southeastern United States,2025,Environmental Research …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/1748-9326/addbf5/meta,,58,2025-09-15,,10.1088/1748-9326/addbf5,0,0,0,2,1,"… To characterize populations impacted by smoke, we rely on EPA's EJSCREEN tool, which compiles demographic data and consistent social and environmental indicators at census-…",https://iopscience.iop.org/article/10.1088/1748-9326/addbf5/pdf,https://scholar.google.com/scholar?q=related:Xsi9WxgPIwgJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Air quality & pollution,Applied
1,"MO Barnett, J Maxcy-Brown, A Bakchan, ...",The Right to Sanitation in the Historic Alabama Black Belt,2025,Environmental …,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/env.2024.0065,https://scholar.google.com/scholar?cites=11976663920302918006&as_sdt=2005&sciodt=2007&hl=en,60,2025-09-15,,10.1089/env.2024.0065,1,1,0,4,1,"… Of the $463 million ADEM awarded statewide for water and wastewater projects in 2022, 34% went to Black Belt counties whose residents make up less than 11% of the state’s …",,https://scholar.google.com/scholar?q=related:donkY2GoNaYJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Water resources & flooding,None
0,"MP Trépanier, J Rouleau, ...","How Does Energy Transition Impact Vulnerable Populations? A Review of Challenges, Determinants, and Solutions for a Just Transition",2025,Annual Review of …,annualreviews.org,https://www.annualreviews.org/content/journals/10.1146/annurev-environ-111523-101951,,72,2025-09-15,,10.1146/annurev-environ-111523-101951,0,0,0,3,1,"… The total battery storage power capacity is expected to rise from 28 GW in 2022 to 967 GW … (58, 66), an environmental justice screening and mapping tool. EJScreen provides …",,https://scholar.google.com/scholar?q=related:YwL3HSfsdXMJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Energy & decarbonization,Mentioned/Context
0,"MP Vandenbergh, EI Thorpe, ...",Information for Environmental Governance: The Value of State of the Environment Reports in a Polarized Era,2025,Vanderbilt Law Research …,papers.ssrn.com,https://papers.ssrn.com/sol3/papers.cfm?abstract_id=5118174,,94,2025-09-15,,,0,0,0,3,1,"The dysfunctional federal democratic process poses substantial challenges to effective, consistent environmental risk regulation. Information about the state of the environment and the …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5118174,https://scholar.google.com/scholar?q=related:JsiFBBwjovYJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,"Governance, policy & institutional frameworks",None
0,"MR Gonzalez, C Cardenas-Iniguez, DE Linares",Responsible research in health disparities using the Adolescent Brain Cognitive,2025,,core.ac.uk,https://core.ac.uk/download/pdf/637019059.pdf,,198,2025-09-15,PDF,,0,0,0,3,1,Purpose: The Adolescent Brain Cognitive DevelopmentSM (ABCD) Study is the largest longitudinal study on brain development and adolescent health in the United States. The study …,https://core.ac.uk/download/pdf/637019059.pdf,https://scholar.google.com/scholar?q=related:M--QBnemRogJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Health & well-being,None
3,"MR Gonzalez, C Cardenas-Iniguez, DE Linares, ...",Responsible research in health disparities using the Adolescent Brain Cognitive DevelopmentSM (ABCD) study,2025,Developmental …,Elsevier,https://www.sciencedirect.com/science/article/pii/S1878929324001580,https://scholar.google.com/scholar?cites=4292477654114482678&as_sdt=2005&sciodt=2007&hl=en,184,2025-09-15,HTML,,3,3,1,4,1,Purpose The Adolescent Brain Cognitive Development SM (ABCD) Study is the largest longitudinal study on brain development and adolescent health in the United States. The study …,https://www.sciencedirect.com/science/article/pii/S1878929324001580,https://scholar.google.com/scholar?q=related:9rnLE6_xkTsJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Health & well-being,None
1,"MR Greenberg, D Schneider",Coal Mines and Multi-Faceted Risks in the United States: On a Path Toward a Sustainable Future or Emptying Out?,2025,Sustainability,mdpi.com,https://www.mdpi.com/2071-1050/17/4/1658,https://scholar.google.com/scholar?cites=15766290420659928979&as_sdt=2005&sciodt=2007&hl=en,155,2025-09-15,HTML,,1,1,1,2,1,"Coal is a major source of fuel in many countries, but its mining and use increase the impacts on human and environmental health. Given the wide variation in coal use by nation, we …",https://www.mdpi.com/2071-1050/17/4/1658,https://scholar.google.com/scholar?q=related:kz8UrZodzdoJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Energy & decarbonization,Mentioned/Context
1,"MR Greenberg, D Schneider, LA Cox Jr",The use of public spatial databases in risk analysis: A US‐oriented tutorial,2025,Risk Analysis,Wiley Online Library,https://onlinelibrary.wiley.com/doi/abs/10.1111/risa.17705,https://scholar.google.com/scholar?cites=2272041738416549366&as_sdt=2005&sciodt=2007&hl=en,5,2025-09-15,,10.1111/risa.17705,1,1,0,3,1,"… In the case of Flint, we examined the 13 supplemental indices using EJScreen. The area in … 2022, the State of New Jersey licensed 23 cannabis distribution facilities. We used EJScreen …",https://onlinelibrary.wiley.com/doi/pdf/10.1111/risa.17705,https://scholar.google.com/scholar?q=related:9u0tXezphx8J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,"Governance, policy & institutional frameworks",Applied
1,"MS Mohamed, M Bagwell, SS Alqallaf, ...",Bioswales and Permeable Pavements as Green Infrastructure for Flood Mitigation in Chicago Neighborhoods,2025,Journal of Hazardous …,ascelibrary.org,https://ascelibrary.org/doi/abs/10.1061/JHTRBP.HZENG-1380,https://scholar.google.com/scholar?cites=8031952946191487582&as_sdt=2005&sciodt=2007&hl=en,70,2025-09-15,,10.1061/JHTRBP.HZENG-1380,1,1,0,4,1,"… EJScreen, an environmental justice tool developed by the United States Environmental … , both EJScreen and the Envision checklist were taken into consideration. EJScreen, particularly, …",https://www.researchgate.net/profile/Krishna_Reddy14/publication/388221389_Bioswales_and_Permeable_Pavements_as_Green_Infrastructure_for_Flood_Mitigation_in_Chicago_Neighborhoods/links/6796483f4c479b26c9b821ec/Bioswales-and-Permeable-Pavements-as-Green-Infrastructure-for-Flood-Mitigation-in-Chicago-Neighborhoods.pdf,https://scholar.google.com/scholar?q=related:XlJlQqY6d28J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Climate hazards & risks,Applied
0,N Anderson,A Decision Support Framework for Sustainable Transportation of Liquified Natural Gas by Rail in the United States,2025,,search.proquest.com,https://search.proquest.com/openview/bd17c42af335c59308d1e61a47134460/1?pq-origsite=gscholar&cbl=18750&diss=y,,195,2025-09-15,,,0,0,0,1,1,Transporting liquefied natural gas (LNG) by rail presents notable safety challenges. This dissertation introduces a decision-support framework designed to improve LNG rail logistics by …,,https://scholar.google.com/scholar?q=related:1p-apcIJk-AJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,"Transit, mobility & transportation",None
0,N Batbaatar,Disparities in Exposure to Atmospheric Polycyclic Aromatic Hydrocarbons (PAHs) and Their Contributions to Breast Cancer Risks among African American Women,2025,,search.proquest.com,https://search.proquest.com/openview/658dadb18ce9c04c237c20eaeab420d6/1?pq-origsite=gscholar&cbl=18750&diss=y,,191,2025-09-15,,,0,0,0,1,1,Exposure to atmospheric polycyclic aromatic hydrocarbons (PAHs) presents a ubiquitous public health risk and is often disproportionately high in disadvantaged communities. …,https://digitalcommons.memphis.edu/cgi/viewcontent.cgi?article=4901&context=etd,https://scholar.google.com/scholar?q=related:m5zTukNv-cQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Health & well-being,None
2,"N Batbaatar, A Smith, C Jia, AM Naser, ...","Association of environmental factors with breast cancer incidence among African American women in Memphis, Tennessee",2025,International Journal …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/09603123.2024.2400702,https://scholar.google.com/scholar?cites=6717812974929272055&as_sdt=2005&sciodt=2007&hl=en,123,2025-09-15,,10.1080/09603123.2024.2400702,2,2,0,5,1,… Citation2022). AA women participants in our study exhibit similar demographic characteristics in … Citation2022). The primary objective of the STAR study is to raise awareness among …,,https://scholar.google.com/scholar?q=related:91wr5k53Ol0J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Health & well-being,None
1,"N Chartres, MT Aung, SL Norris, C Cooper, ...",Development of the Navigation Guide Evidence-to-Decision Framework for Environmental Health: Version 1.0,2025,Environmental …,ACS Publications,https://pubs.acs.org/doi/abs/10.1021/acs.est.4c08063,https://scholar.google.com/scholar?cites=3353521100229387327&as_sdt=2005&sciodt=2007&hl=en,27,2025-09-15,,10.1021/acs.est.4c08063,1,1,0,5,1,"… We hosted a two-day workshop in March 2022 with 30 experts from 25 different organizations in the academic, government, and nonprofit sectors. Nineteen experts were from academia…",https://pubs.acs.org/doi/full/10.1021/acs.est.4c08063,https://scholar.google.com/scholar?q=related:PyTzRawZii4J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,"Governance, policy & institutional frameworks",None
0,N Fatema,"Forging Resilient Futures: The Role of Community Organizations in Addressing Environmental Injustices Faced by Immigrants Along the Wasatch Front, Utah",2025,,digitalcommons.usu.edu,https://digitalcommons.usu.edu/etd2023/466/,,165,2025-09-15,,,0,0,0,1,1,"Utah’s Wasatch Front is an urban area with a growing population that faces looming environmental challenges, such as the desiccation of the Great Salt Lake, worsening air quality, …",https://digitalcommons.usu.edu/cgi/viewcontent.cgi?article=1477&context=etd2023,https://scholar.google.com/scholar?q=related:fmUwWEiL9FYJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Community engagement & knowledge,None
0,"N Rizvi, R Hamilton, XC Wu, MD Celestin Jr, ...",Mediation Analysis to Investigate Differences in Prostate Cancer Diagnosis Stage Through Environmental Risk Factors in Louisiana,2025,Current …,pmc.ncbi.nlm.nih.gov,https://pmc.ncbi.nlm.nih.gov/articles/PMC12384859/,,125,2025-09-15,HTML,,0,0,0,5,1,"Prostate Cancer (PCa) is the most commonly diagnosed cancer and the second leading cause of cancer death among men. In Louisiana (LA), Black men are disproportionately …",https://pmc.ncbi.nlm.nih.gov/articles/PMC12384859/,https://scholar.google.com/scholar?q=related:gHod-qvodIoJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Health & well-being,Applied
0,"N Roy, S Russo, D Burtraw",Considerations for Washington's Linkage Negotiations with California and Québec,2025,,rff.org,https://www.rff.org/documents/4786/Report_25-05_K1qtc92.pdf,,108,2025-09-15,PDF,,0,0,0,3,1,"… Orange dots indicate facilities in communities that meet the environmental health disparities index, EJScreen demographic index, and Tribal lands classification but not the final …",https://www.rff.org/documents/4786/Report_25-05_K1qtc92.pdf,https://scholar.google.com/scholar?q=related:u-KEPMi73J0J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Energy & decarbonization,Applied
0,"NC Newman, D Conradi, AC Mayer, C Simons, ...",Excessive Smoke from a Neighborhood Restaurant Highlights Gaps in Air Pollution Enforcement: Citizen Science Observational Study,2025,Air,mdpi.com,https://www.mdpi.com/2813-4168/3/3/20,,89,2025-09-15,HTML,,0,0,0,5,1,"… , the restaurant owner changed the fuel for their outdoor cooker from charcoal to wood but did not recall the date that this change was made, although it was reported to be likely in 2022 …",https://www.mdpi.com/2813-4168/3/3/20,https://scholar.google.com/scholar?q=related:DXIlF2Iy_QUJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Air quality & pollution,None
0,NL Sprague,Evaluating the Effects of Climate Change as a Threat Multiplier for Educational Disparities,2025,,search.proquest.com,https://search.proquest.com/openview/8ba85d95c7ff0edc82f1c1a993f519b9/1?pq-origsite=gscholar&cbl=18750&diss=y,,196,2025-09-15,,,0,0,0,1,1,… EPA’s EJSCREEN) can combine climate change related variables with pre-existing factors … change’s impact on math and science learning were published between 2002 and 2022. …,,https://scholar.google.com/scholar?q=related:sLMCIrW02ScJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Climate hazards & risks,Mentioned/Context
0,"P Barnes, AL Pierce, CS Jackson",How practitioners conceptualize and operationalize transportation equity in Delaware's capital expenditure process,2025,… Research Interdisciplinary Perspectives,Elsevier,https://www.sciencedirect.com/science/article/pii/S2590198225002076,,185,2025-09-15,HTML,,0,0,0,3,1,"Equitable outcomes are an increasingly important expectation for state Departments of Transportation capital expenditures, yet little is known about the methods and practices used to …",https://www.sciencedirect.com/science/article/pii/S2590198225002076,https://scholar.google.com/scholar?q=related:rJweZieeMSsJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,"Transit, mobility & transportation",Mentioned/Context
0,"P McKinley, L Cheek, RT Belote",Building an inclusive conservation vision founded upon ecological values and social opportunities,2025,Environmental Research …,iopscience.iop.org,https://iopscience.iop.org/article/10.1088/2752-664X/ae00ca/meta,,82,2025-09-15,,10.1088/2752-664X/ae00ca,0,0,0,3,1,We sought to identify areas important to a connected network of ecologically representative native land cover and supportive human communities spanning the length and breadth of …,https://iopscience.iop.org/article/10.1088/2752-664X/ae00ca/pdf,https://scholar.google.com/scholar?q=related:LFzpZtbvk2QJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,"Land use, housing & built environment infrastructure",Applied
0,R Act,A. 1 Regulatory Violation Summary (EPA ECHO Database),,Tier-1 Convergence at the BP Whiting Refinery,papers.ssrn.com,https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5221337#page=203,,76,2025-09-15,PDF,,0,0,0,1,,"EPA Enforcement and Compliance History Online (ECHO) shows that Whiting was in significant non-compliance in 9 of the past 12 years, with formal enforcement actions filed in 2013, …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5221337#page=203,https://scholar.google.com/scholar?q=related:MoHrNbXWsk4J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,,,Energy & decarbonization,Applied
