cites,authors,title,year,source,publisher,article_url,cites_url,gs_rank,query_date,type,doi,ecc,cites_per_year,cites_per_author,author_count,age,abstract,full_text_url,related_url,source_file,tool_name,study_id,double_code,topic_cat,tool_use_type
3,"JL Harrison, JK London",Seeking environmental justice through the state: Insider allies in US state and federal government agencies,2024,Geoforum,Elsevier,https://www.sciencedirect.com/science/article/pii/S0016718524001593,https://scholar.google.com/scholar?cites=556756759243810004&as_sdt=2005&sciodt=2007&hl=en,444,2025-09-15,HTML,,3,3,2,2,1,"Geographers and political ecologists have demonstrated settler-colonial states’ longstanding key roles in producing environmental injustice through colonialism, racial capitalism, …",https://www.sciencedirect.com/science/article/pii/S0016718524001593,https://scholar.google.com/scholar?q=related:1GQGnVL_uQcJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,692,TRUE,NA,NA
0,ME Teirstein,An Index of Community Priorities to Inform Local Governance in New Haven,2022,,elischolar.library.yale.edu,https://elischolar.library.yale.edu/library_map_prize/15/?_ga=2.265661455.1260070.1678712411-734523737.1669818877,,107,2025-09-15,,,0,0,0,1,3,"… EJSCREEN guides public officials in crafting policy and distributing resources to support … differ from EPA EJSCREEN in several significant ways. Firstly, whereas EJSCREEN is limited to …",https://elischolar.library.yale.edu/cgi/viewcontent.cgi?article=1068&context=library_map_prize,https://scholar.google.com/scholar?q=related:HqWle6hW1ooJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,284,TRUE,NA,NA
0,"R Thamman, SA Nasser, KC Ferdinand, S Al-Kindi, ...",Exposing Inequality: Environmental Injustice and Cardiovascular Health Disparities,2025,JACC: Advances,jacc.org,https://www.jacc.org/doi/abs/10.1016/j.jacadv.2025.101875,,83,2025-09-15,,10.1016/j.jacadv.2025.101875,0,0,0,5,1,"This review explores the intersection between environmental injustice and cardiovascular (CV) health disparities, highlighting how climate change, pollution, and environmental …",https://www.jacc.org/doi/full/10.1016/j.jacadv.2025.101875,https://scholar.google.com/scholar?q=related:B-td1KA5ODsJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,1201,TRUE,NA,NA
0,"CA McMillan, C Schoeneberger, S Supekar, D Thierry",The Foundational Industrial Energy Dataset (FIED): Open-Source Data on Industrial Facilities,2024,,osti.gov,https://www.osti.gov/biblio/2440617,,544,2025-09-15,,,0,0,0,4,1,"… ), Ozge Kaplan (US Environmental Protection Agency), and Eric Masanet (University of California, Santa Barbara) as panelists in the American Center for Life Cycle Assessment 2022 …",https://www.osti.gov/servlets/purl/2440617,https://scholar.google.com/scholar?q=related:G7KzcMZWTq8J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,504,TRUE,NA,NA
11,"L Yerkinbayeva, D Nurmukhankyzy, ...",Digitalization of environmental information in the Republic of Kazakhstan: Issues of legal regulation,2022,… Management &Tourism,ceeol.com,https://www.ceeol.com/search/article-detail?id=1083717,https://scholar.google.com/scholar?cites=13240285459322255325&as_sdt=2005&sciodt=2007&hl=en,256,2025-09-15,,,11,3.67,4,3,3,This article considers legal regulation in the sphere of digitalizing environmental information. The study addresses the legislative consolidation of such digitalization to protect the …,,https://scholar.google.com/scholar?q=related:3Tesp3nxvrcJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,240,TRUE,NA,NA
0,"Y Ko, JT Garbe, MP Moncheur de Rieudotte, S Loquist, ...",Energy Justice Framework for Marine Energy: Considerations from PacWave,2023,,osti.gov,https://www.osti.gov/biblio/2352468,,450,2025-09-15,,,0,0,0,5,2,"To accelerate the energy transition while addressing land use conflicts and community opposition, federal policies and incentives require that new energy infrastructure provide direct …",https://www.osti.gov/servlets/purl/2352468,https://scholar.google.com/scholar?q=related:KPO2xY-pL7QJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,1030,TRUE,NA,NA
0,"H Huang, SO Idowu, H Sun, C Zhou, Y Li, ...",Policy Recommendations and Potential Collaborative Efforts Between the US and China on Plastic and Food Waste Management,2025,Waste Management for …,Springer,https://link.springer.com/chapter/10.1007/978-981-96-8305-5_4,,197,2025-09-15,,10.1007/978-981-96-8305-5_4,0,0,0,6,1,… (LMOP) National Map includes timely updates and EJSCREEN data for project planning (Fig. 4.1). … (2022). Coalbed Methane Outreach Program (CMOP). https://www.epa.gov/cmop …,,https://scholar.google.com/scholar?q=related:rG9_AWsTWs0J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,1114,TRUE,NA,NA
12,R Bratspies,""" Underburdened"" Communities",2022,Cal. L. Rev.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/calr110&section=50,https://scholar.google.com/scholar?cites=14101588258234458550&as_sdt=2005&sciodt=2007&hl=en,258,2025-09-15,,,12,4,12,1,3,"Waste is built into modern culture. We buy things designed for temporary use, usually shrink-wrapped in plastic packaging. 2 All of it is intended to be thrown away-the packaging …",https://www.californialawreview.org/s/Bratspies-36-post-EIC.pdf,https://scholar.google.com/scholar?q=related:tmHitM7nssMJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,308,TRUE,NA,NA
0,ΜΔ Βαρδακαστάνη,Περιβαλλοντική ηθική και κοινωνικές ανισότητες,2024,,dione.lib.unipi.gr,https://dione.lib.unipi.gr/xmlui/handle/unipi/16625,,668,2025-09-15,,,0,0,0,1,1,"Η εργασία ""Περιβαλλοντική Ηθική και Κοινωνικές Ανισότητες"" εξετάζει τη σύνδεση μεταξύ της ηθικής διάστασης των περιβαλλοντικών πολιτικών και των κοινωνικών ανισοτήτων, καθώς και …",https://dione.lib.unipi.gr/xmlui/bitstream/handle/unipi/16625/Vardakastani_tms2006.pdf?sequence=1&isAllowed=y,https://scholar.google.com/scholar?q=related:wANmUAkif60J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,1049,TRUE,NA,NA
1,"M Culler, J Wickham, M Nash, MT Clement",Impervious cover change as an indicator of environmental equity,2024,Remote Sensing Applications …,Elsevier,https://www.sciencedirect.com/science/article/pii/S2352938524001113,https://scholar.google.com/scholar?cites=1565305610608942409&as_sdt=2005&sciodt=2007&hl=en,94,2025-09-15,,,1,1,0,4,1,"Pattern-focused environmental equity research has been underpinned by high-resolution remotely sensed data to uncover spatial relationships between environmental amenities (eg, …",https://pmc.ncbi.nlm.nih.gov/articles/PMC11684521/,https://scholar.google.com/scholar?q=related:SZ1F1SgVuRUJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,774,TRUE,NA,NA
0,AM Needham,Aluminum Critical Mineral Production Feasibility via Landfill Mining: Preliminary study of potential project locations and co-benefits,2024,,digitalcommons.mtu.edu,https://digitalcommons.mtu.edu/etdr/1713/,,131,2025-09-15,,,0,0,0,1,1,… Hills (Houston One Voice 2022) provide inspiration for … created previously in this study (EPA EJScreen 2024). This includes … Figure 2.13 provides the EPA EJScreen socioeconomic …,https://digitalcommons.mtu.edu/cgi/viewcontent.cgi?article=2890&context=etdr,https://scholar.google.com/scholar?q=related:kUSwVz-IFN8J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,440,TRUE,NA,NA
1,"E Escott, S Naumovski, BM Cuffy, R Welch, ...",Demonstrating Material Impact: A Computational Design Framework Promoting Environmental Justice,2022,Design Modelling …,Springer,https://link.springer.com/chapter/10.1007/978-3-031-13249-0_46,https://scholar.google.com/scholar?cites=14762195296211354390&as_sdt=2005&sciodt=2007&hl=en,38,2025-09-15,,10.1007/978-3-031-13249-0_46,1,0.33,0,5,3,"… in the US EPA’s EJScreen database, combines two socioeconomic indicators: low income and people of colour (Environmental Protection Agency 2022, Federal Register 1994). The …",,https://scholar.google.com/scholar?q=related:FsOej2ja3cwJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,121,TRUE,NA,NA
0,R Rozansky,Gas Run Aground,NA,globalenergymonitor.org,,https://globalenergymonitor.org/wp-content/uploads/2022/03/Gas-Run-Aground-2022.pdf,,288,2025-09-15,PDF,,0,0,0,1,NA,"… If any projects do arrive at FIDs in 2022, it may be those that have secured ample offtake … For a selected area, EPA’s EJSCREEN provides a series of indicators on demographics …",https://globalenergymonitor.org/wp-content/uploads/2022/03/Gas-Run-Aground-2022.pdf,https://scholar.google.com/scholar?q=related:mdYLgxtUpLoJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,314,TRUE,NA,NA
3,"N Singh, J Tuccillo, C Brelsford, T Hauser, ...",An environmental justice lens for measuring neighborhood scale vulnerability,2022,,osti.gov,https://www.osti.gov/biblio/1883825,https://scholar.google.com/scholar?cites=12043743814599674056&as_sdt=2005&sciodt=2007&hl=en,59,2025-09-15,,,3,1,1,5,3,… We then identified individual profiles (all unique combinations of EPA EJSCREEN indicators from the pooled PUMS files for Atlanta) and tabulated the block group synthetic populations …,https://www.osti.gov/servlets/purl/1883825,https://scholar.google.com/scholar?q=related:yIgFWzD5I6cJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,295,TRUE,NA,NA
0,SW Shaye Wolf,Scientists' warning on fossil fuels,2025,"Oxford Open Climate Change, 2025, 5 …",catalysis.eprints.iitm.ac.in,http://catalysis.eprints.iitm.ac.in/4594/,,193,2025-09-15,,,0,0,0,1,1,"… The Trump administration took down EJ websites and data tools, including CEJST and EPA’s EJ Screening Tool, EJSCREEN, an online mapping tool accessible to the public. Federal …",http://catalysis.eprints.iitm.ac.in/4594/1/kgaf011.pdf,https://scholar.google.com/scholar?q=related:qmBn38RSpLMJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,1230,TRUE,NA,NA
5,"P Jordan, FA Hoover, ME Hopton","Leveraging ancillary benefits from urban greenspace–a case study of St. Louis, Missouri",2022,Urban water journal,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/1573062X.2021.2001544,https://scholar.google.com/scholar?cites=8825203787583606959&as_sdt=2005&sciodt=2007&hl=en,114,2025-09-15,,10.1080/1573062X.2021.2001544,5,1.67,2,3,3,… EJSCREEN uses ACS’s demographic data to derive its outputs and was used to define the … This layer was spatially joined to the EJSCREEN layer (to bin outfalls by polygon) and …,https://pmc.ncbi.nlm.nih.gov/articles/PMC9104785/pdf/nihms-1801688.pdf,https://scholar.google.com/scholar?q=related:r1BaPRZseXoJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,301,TRUE,NA,NA
5,"RW Parkinson, L Juhasz, J Xu, ZJ Fu",Future shorelines: A living shoreline site selection and design decision support tool that incorporates future conditions induced by sea level rise,2024,Estuaries and Coasts,Springer,https://link.springer.com/article/10.1007/s12237-024-01425-9,https://scholar.google.com/scholar?cites=18338385637085577230&as_sdt=2005&sciodt=2007&hl=en,340,2025-09-15,HTML,10.1007/s12237-024-01425-9,5,5,1,4,1,"Most living shoreline site selection and design decision support tools are based upon existing environmental conditions. We developed a web-based, geospatial tool called Future …",https://link.springer.com/article/10.1007/s12237-024-01425-9,https://scholar.google.com/scholar?q=related:DoCcdJMIf_4J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,922,TRUE,NA,NA
1,"S Moddemeyer, N Sobhani, B Oztekin-Gunaydin",Resilience for Compounding and Cascading Events,2022,,climateandsecurity.org,https://climateandsecurity.org/wp-content/uploads/2025/01/26659.pdf,https://scholar.google.com/scholar?cites=13197604145737086021&as_sdt=2005&sciodt=2007&hl=en,323,2025-09-15,BOOK,,1,0.33,0,3,3,"… who attended the April 11, 2022 planning meeting for the workshop that … made by the speakers at the May 31, 2022 workshop. … Fiona in September 2022, after this report was drafted. …",https://climateandsecurity.org/wp-content/uploads/2025/01/26659.pdf,https://scholar.google.com/scholar?q=related:RbTh8AtPJ7cJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,331,TRUE,NA,NA
0,AE Andre,In Pursuit of Equity Under NEPA: Apalachicola's Invisibility in the Tristate Water Wars,2023,U. Mem. L. Rev.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/umem54&section=27,,412,2025-09-15,,,0,0,0,1,2,"In the presence of significant environmental impacts, the National Environmental Policy Act ("" NEPA"") requires agencies to take a hard look at community effects. However, analysis of …",https://papers.ssrn.com/sol3/Delivery.cfm?abstractid=5009059,https://scholar.google.com/scholar?q=related:AHYJso4TR3wJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,429,TRUE,NA,NA
0,"C Seaberry, K Davila, M Abraham, ...",South Central Regional COG 2023 Equity Profile,2023,,elischolar.library.yale.edu,https://elischolar.library.yale.edu/nhperl_reports/8/,,404,2025-09-15,,,0,0,0,4,2,"… During the 2022-23 school year, there were a total of 70,434 students enrolled in these districts, with 19,150 enrolled in the New Haven School District. Tracking student success …",https://elischolar.library.yale.edu/cgi/viewcontent.cgi?article=1007&context=nhperl_reports,https://scholar.google.com/scholar?q=related:EwD-t-1_KzoJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,500,TRUE,NA,NA
1,"RI Xiao, M Jaller",Spatial analysis and predictive modeling framework of truck parking and idling impacts on environmental justice communities,2025,Journal of Transport Geography,Elsevier,https://www.sciencedirect.com/science/article/pii/S0966692325001541,https://scholar.google.com/scholar?cites=12182137911285402170&as_sdt=2005&sciodt=2007&hl=en,34,2025-09-15,HTML,,1,1,1,2,1,"This study introduces a comprehensive modeling framework to analyze truck idling and parking activities, illustrated through a case study in environmental justice communities in Kern …",https://www.sciencedirect.com/science/article/pii/S0966692325001541,https://scholar.google.com/scholar?q=related:Okr89uKlD6kJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2025&as_yhi=2025,ejscreen_4,EJScreen,1206,TRUE,NA,NA
4,"J Spalding, A Restrepo",Reforming the Federal Regulatory Review Process,2023,FIU L. Rev.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/fiulawr18&section=22,https://scholar.google.com/scholar?cites=7962401162575807837&as_sdt=2005&sciodt=2007&hl=en,195,2025-09-15,,,4,2,2,2,2,"… EJScreen thus addresses both the distributional concerns and cumulative impacts … the same dozen environmental indicators included in EJScreen, plus additional ones such as access …",https://ecollections.law.fiu.edu/cgi/viewcontent.cgi?article=1608&context=lawreview,https://scholar.google.com/scholar?q=related:XQV9tqshgG4J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,671,TRUE,NA,NA
16,"A Zrzavy, M Blondell, W Kobayashi, B Redden, ...",Addressing cumulative impacts: lessons from environmental justice screening tool development and resistance,2022,Env't L. Rep.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/elrna52&section=18,https://scholar.google.com/scholar?cites=10679008327740126664&as_sdt=2005&sciodt=2007&hl=en,13,2025-09-15,,,16,5.33,3,5,3,"… We note that although there are several other EJ screening tools or databases currently available in the United States, these were not included in our analysis because they either: …",https://www.eli.org/sites/default/files/files-pdf/52.10111.pdf,https://scholar.google.com/scholar?q=related:yHVjiH51M5QJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2021&as_yhi=2022,ejscreen_2,EJScreen,53,TRUE,NA,NA
0,J Diaz-Ramos,A Machine Learning Approach to Recognize Environmental Features Associated with Social Factors,2024,,vtechworks.lib.vt.edu,https://vtechworks.lib.vt.edu/items/97f1125c-54f1-4555-9554-e1207228a602,,249,2025-09-15,,,0,0,0,1,1,"In this thesis we aim to supplement the Climate and Economic Justice Screening Tool (CE JST), which assists federal agencies in identifying disadvantaged census tracts, by extracting …",https://vtechworks.lib.vt.edu/bitstreams/04a8ff79-b102-4511-90df-e953340ffec9/download,https://scholar.google.com/scholar?q=related:yhkr27OIxn8J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,644,TRUE,NA,NA
1,SD Rubin,Upgrading to the New Model: Auto Dealership Franchise Laws and the Benefits of Allowing Electric Vehicle Direct Sales.,2023,Transportation Law Journal,search.ebscohost.com,https://search.ebscohost.com/login.aspx?direct=true&profile=ehost&scope=site&authtype=crawler&jrnl=0049450X&AN=174676156&h=z10b5NVU7kdYEfV1tDHsnXv4J17Klot75F3OgcgMgM22RYxJECUz6mY6TeKy4OxLjAkOjhtBnXGxTnXogPnm%2FA%3D%3D&crl=c,https://scholar.google.com/scholar?cites=1913482260192304910&as_sdt=2005&sciodt=2007&hl=en,161,2025-09-15,,,1,0.5,1,1,2,"… During the 2021-2022 legislative session a version of a similar bill was proposed as both an assembly bill,95 and as a state senate bill.96 Both proposals would have opened direct …",,https://scholar.google.com/scholar?q=related:Dh_GQvoNjhoJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,959,TRUE,NA,NA
0,AM Dinkins,Black Storytelling in Appalachia,2024,ReImagine Appalachia: Healing the Land and …,Springer,https://link.springer.com/chapter/10.1007/978-3-031-61921-2_4,,268,2025-09-15,,10.1007/978-3-031-61921-2_4,0,0,0,1,1,"Black Appalachians have played a critical role in Appalachian history, but Appalachian narratives have been whitewashed. Neither the contributions of Black people to Appalachian …",,https://scholar.google.com/scholar?q=related:u6Iwt1IGWWIJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,438,TRUE,NA,NA
