cites,authors,title,year,source,publisher,article_url,cites_url,gs_rank,query_date,type,doi,ecc,cites_per_year,cites_per_author,author_count,age,abstract,full_text_url,related_url,source_file,tool_name,study_id,double_code,topic_cat,tool_use_type,publisher_type,publisher_description
0,I Horvath,"Urban Water Quality: Socio-Economic Distribution of Stream Degradation, and the Influence of Climate on BMP Performance",2023,NA,search.proquest.com,https://search.proquest.com/openview/1a0a4fc12eeb479b438fc988f187d771/1?pq-origsite=gscholar&cbl=18750&diss=y,NA,672,2025-09-15,NA,NA,0,0,0,1,2,Urban water quality impairments have long burdened urban aquatic ecosystems in a phenomenon termed “urban stream syndrome”. The symptoms of this “syndrome” include physical …,https://epublications.marquette.edu/cgi/viewcontent.cgi?article=3773&context=dissertations_mu,https://scholar.google.com/scholar?q=related:fKFRL_-AZfUJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Air quality & pollution,Mentioned/Context,University / institutional repositories,"ProQuest is a global information-content company providing subscription-based access to academic databases, dissertations, and journals."
14,"I Motairek, W Dong, PRVO Salerno, SE Janus, ...",Geographical patterns and risk factor association of cardio-oncology mortality in the United States,2023,The American journal of …,Elsevier,https://www.sciencedirect.com/science/article/pii/S0002914923004174,https://scholar.google.com/scholar?cites=6109535584201874864&as_sdt=2005&sciodt=2007&hl=en,104,2025-09-15,NA,NA,14,7,3,5,2,"… represent census block group level exposures, and thus county-level exposures were estimated by applying the advised method by the technical documentation guide of EJSCREEN. …",https://www.sciencedirect.com/science/article/am/pii/S0002914923004174,https://scholar.google.com/scholar?q=related:sB32fj5uyVQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Health & well-being,Applied,Commercial academic publishers,For-profit multinational academic publisher.
0,"I O'Leary, Z Martin, S Farr, K Sledge, Y Wang, S Dieck",Michigan Renewable Energy Development Initiative (MI REDI),2023,NA,deepblue.lib.umich.edu,https://deepblue.lib.umich.edu/handle/2027.42/176208,NA,151,2025-09-15,NA,NA,0,0,0,6,2,"… To every township official, developer, and planning professional who agreed to speak with us during the summer of 2022, your perspectives shaped our understanding of renewable …",https://deepblue.lib.umich.edu/bitstream/handle/2027.42/176208/MI%20REDI.pdf?sequence=1,https://scholar.google.com/scholar?q=related:BRrlLV6uTVsJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Climate hazards & risks,Applied,University / institutional repositories,"University of Michigan library: ""Our repositories give you safe and permanent access to the work that makes the University of Michigan a leader in research, teaching, learning, and creativity, whether that work is in the form of documents or data."""
19,"I Testi, A Wang, S Paul, S Mora, E Walker, M Nyhan, ...","Big mobility data reveals hyperlocal air pollution exposure disparities in the Bronx, New York",2024,Nature Cities,nature.com,https://www.nature.com/articles/s44284-024-00093-x,https://scholar.google.com/scholar?cites=11925946958527001865&as_sdt=2005&sciodt=2007&hl=en,219,2025-09-15,NA,NA,19,19,3,7,1,Air pollution disproportionately affects socially disadvantaged populations. Our study bridges the existing gap in quantifying mobility-based exposure and its associated disparity issues. …,https://senseable.mit.edu/papers/pdf/20240627_Wang-etal_BigMobility_NatureCities.pdf,https://scholar.google.com/scholar?q=related:CfUmiZJ5gaUJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Health & well-being,Applied,Commercial academic publishers,Nature Portfolio (Springer Nature); commercial scholarly publisher.
6,J Burger,"Estuarine and coastal birds, climate change, and sea-level rise",2023,Climate change and estuaries,taylorfrancis.com,https://www.taylorfrancis.com/chapters/edit/10.1201/9781003126096-27/estuarine-coastal-birds-climate-change-sea-level-rise-joanna-burger,https://scholar.google.com/scholar?cites=13314971212542945188&as_sdt=2005&sciodt=2007&hl=en,674,2025-09-15,NA,10.1201/9781003126096-27,6,3,6,1,2,"Coasts and estuaries are among the most important habitats for breeding, foraging, migration stopovers, and wintering of many birds, including species that nest colonially and those …",NA,https://scholar.google.com/scholar?q=related:pKcspsVHyLgJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Transit, mobility & transportation",Mentioned/Context,Commercial academic publishers,Taylor & Francis Group is an international company originating in the United Kingdom that publishes books and academic journals.
3,"J Burger, M Gochfeld, KG Brown, K Ng, ...","The importance of recognizing Buffer Zones to lands being developed, restored, or remediated: on planning for protection of ecological resources",2024,Journal of Toxicology …,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/15287394.2023.2285511,https://scholar.google.com/scholar?cites=5154059766629901065&as_sdt=2005&sciodt=2007&hl=en,196,2025-09-15,NA,10.1080/15287394.2023.2285511,3,3,1,5,1,"Environmental management relies on many types of information before making decisions regarding remediation, restoration, or other land use decisions, including ecological data, such …",https://pmc.ncbi.nlm.nih.gov/articles/PMC10843829/,https://scholar.google.com/scholar?q=related:CaMb5QzmhkcJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Health & well-being,Applied,Commercial academic publishers,For-profit academic publisher of journals and books.
5,"J Caldwell, TK Mims, JN Johnson, ...","A collaborative approach to addressing environmental injustice in fifth ward, Houston, Texas",2024,Environmental Justice,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/env.2022.0036,https://scholar.google.com/scholar?cites=3278746358512197982&as_sdt=2005&sciodt=2007&hl=en,187,2025-09-15,NA,10.1089/env.2022.0036,5,5,1,4,1,"… (EPA) standards set by environmental justice screening and mapping tool, this region ranks in the … stopped a permit for a cement batch plant from being placed in the community in 2022. …",NA,https://scholar.google.com/scholar?q=related:XqG5B3FygC0J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Health & well-being,Applied,Commercial academic publishers,"Mary Ann Liebert, Inc. is a scientific journal publisher (now part of Sage)."
0,"J Ciabotti, Q Kelly, E Lauderdale, K Lohse, S Weyer, ...",Trails as Resilient Infrastructure Guidebook,2023,NA,rosap.ntl.bts.gov,https://rosap.ntl.bts.gov/view/dot/72930,NA,523,2025-09-15,NA,NA,0,0,0,6,2,"This guidebook demonstrates how trails are part of resilient transportation infrastructure, how trails can be planned and designed to be resilient and sustainable, and how trails have a …",https://rosap.ntl.bts.gov/view/dot/72930/dot_72930_DS1.pdf,https://scholar.google.com/scholar?q=related:FARiaNrUR0MJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Energy & decarbonization,Applied,Government repositories,ROSAP is the National Transportation Library’s Repository & Open Science Access Portal (U.S. DOT).
0,"J Davis, J Coupet, C Nicholas, W Wright, N Murphy, ...",Enhancing the Strategic Prioritization Process with Socioeconomic Geospatial Analysis,2023,NA,rosap.ntl.bts.gov,https://rosap.ntl.bts.gov/view/dot/75389,NA,301,2025-09-15,NA,NA,0,0,0,6,2,This project is designed to provide the North Carolina Department of Transportation (NCDOT) with implementation-ready tools for incorporating data-driven socioeconomic measures …,https://rosap.ntl.bts.gov/view/dot/75389/dot_75389_DS1.pdf,https://scholar.google.com/scholar?q=related:NAnd9GhWGKIJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Air quality & pollution,Mentioned/Context,Government repositories,ROSAP is the National Transportation Library’s Repository & Open Science Access Portal (U.S. DOT).
0,"J El-Jourbagy, EU Marek, J Todd",Preventing Disaster Through Corporate-Community Agreements,2024,Or. L. Rev.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/orglr103&section=14,NA,382,2025-09-15,NA,NA,0,0,0,3,1,"… Further, the EPA and many states have created environmental justice mapping tools like the Environmental Justice Screening and Mapping Tool (EJScreen) that identify high pollution …",https://scholarsbank.uoregon.edu/server/api/core/bitstreams/9507ff98-0587-4840-be45-fa4e555f8335/content,https://scholar.google.com/scholar?q=related:Ouk3Uq2ZTtYJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Legal / policy databases,HeinOnline is a subscription-based online legal research database specializing in law journals and government documents
0,"J Huya-Kouadio, C Houchins, M Graham, B James, ...",Hydrogen Sustainable Infrastructure Guidelines (H2SIG),2024,NA,osti.gov,https://www.osti.gov/biblio/2405168,NA,423,2025-09-15,NA,NA,0,0,0,5,1,"… and the Inflation Reduction Act signed in 2022 allocate significant public resources towards … and regions facing environmental injustices include EJ Screen, the Climate and Economic …",https://www.osti.gov/servlets/purl/2405168,https://scholar.google.com/scholar?q=related:RuAhztTWkjwJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Land use, housing & built environment infrastructure",Applied,Government repositories,OSTI.gov is the U.S. DOE Office of Scientific and Technical Information repository.
0,J Ignont,No Breathing Room: Equity Gaps in Federal Environmental Compliance and Pathways for Reform,2024,SJ Pol'y &Just.,HeinOnline,https://heinonline.org/hol-cgi-bin/get_pdf.cgi?handle=hein.journals/srebwsude19&section=6,NA,474,2025-09-15,NA,NA,0,0,0,1,1,"Environmental racism is not an unintended consequence of flawed governance but a legally sanctioned system of racial harm. This article traces how federal housing policies, …",NA,https://scholar.google.com/scholar?q=related:CucaQAwO-FsJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Natural environment, resources & ecosystems",Mentioned/Context,Legal / policy databases,HeinOnline is a subscription-based online legal research database specializing in law journals and government documents
0,J Jones,Defending Race-Conscious Policy,2024,NA,academiccommons.columbia.edu,https://academiccommons.columbia.edu/doi/10.7916/j78k-7g12,NA,564,2025-09-15,NA,10.7916/j78k-7g12,0,0,0,1,1,"… Yorkers began on March 9, 2022 and was extended to August 5, 2022.The CJWG’s draft … (CEJST), which builds on EPA’s prior EJScreen tool, is used to identify DACs in order to support …",https://academiccommons.columbia.edu/doi/10.7916/nd3y-3d09/download,https://scholar.google.com/scholar?q=related:Cq8TEG99-kkJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Equity and justice,Mentioned/Context,University / institutional repositories,Academic Commons is Columbia University’s open-access repository of faculty research.
1,"J Kuonen, ML Miles",An environmental justice mapping tools guide to understand available resources to increase access,2024,Environmental Justice,liebertpub.com,https://www.liebertpub.com/doi/abs/10.1089/env.2022.0103,https://scholar.google.com/scholar?cites=14936587948189407497&as_sdt=2005&sciodt=2007&hl=en,6,2025-09-15,NA,10.1089/env.2022.0103,1,1,1,2,1,"This article describes how an environmental justice (EJ) mapping tool guide was developed to assist communities, educators, students, and environmental practitioners to help …",https://www.researchgate.net/profile/Monica-Miles/publication/375703370_An_Environmental_Justice_Mapping_Tools_Guide_to_Understand_Available_Resources_to_Increase_Access/links/655d0ab0b1398a779da3d6f5/An-Environmental-Justice-Mapping-Tools-Guide-to-Understand-Available-Resources-to-Increase-Access.pdf,https://scholar.google.com/scholar?q=related:Cdk1-JlrSc8J:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Commercial academic publishers,"Mary Ann Liebert, Inc. is a scientific journal publisher (now part of Sage)."
2,"J Liang, S Park, J Li",Weathering the cutbacks: the buffering role of representative bureaucracy in environmental policy implementation,2024,Public Management Review,Taylor &Francis,https://www.tandfonline.com/doi/abs/10.1080/14719037.2024.2387815,https://scholar.google.com/scholar?cites=2554995821209432347&as_sdt=2005&sciodt=2007&hl=en,547,2025-09-15,NA,10.1080/14719037.2024.2387815,2,2,1,3,1,"With a focus on environmental policy implementation in the US, this study argues that resource constraints in a more racially and ethnically representative government have a less …",NA,https://scholar.google.com/scholar?q=related:G7HLlSkrdSMJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Health & well-being,Mentioned/Context,Commercial academic publishers,For-profit academic publisher of journals and books.
0,"J Lim, A Knipe, C Cengiz, M Trowbridge","Hawai'i floating offshore wind regional ports assessment. US Department of the Interior, Bureau of Ocean Energy Management. 44 p. Report No.: OCS Study …",2024,Contract,boem.gov,https://www.boem.gov/sites/default/files/documents/regions/pacific-ocs-region/environmental-science/BOEM_2024-039.pdf,NA,365,2025-09-15,PDF,NA,0,0,0,4,1,… The environmental justice score was derived from the demographic index (DI) listed on the EJScreen tool from the Environmental Protection Agency (EPA). EJScreen’s DI represents …,https://www.boem.gov/sites/default/files/documents/regions/pacific-ocs-region/environmental-science/BOEM_2024-039.pdf,https://scholar.google.com/scholar?q=related:YFHW96hYx1MJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Government repositories,Bureau of Ocean Energy Management—federal agency publications.
0,J Luo,Charging infrastructure deployment suitability in Illinois and the transition from gas stations,2023,NA,ideals.illinois.edu,https://www.ideals.illinois.edu/items/128762,NA,317,2025-09-15,NA,NA,0,0,0,1,2,"… Similar to Roy and Law’s (2022) and Liu and Kontou’s (2022) work, we use machine learning algorithms to estimate the number of EVs adopted in each census tract. Our analysis …",https://www.ideals.illinois.edu/items/128762/bitstreams/430122/data.pdf,https://scholar.google.com/scholar?q=related:XjFZtpLO5KIJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Energy & decarbonization,Applied,University / institutional repositories,IDEALS is the University of Illinois’s institutional repository of research outputs.
0,"J Maantay, M Rajaee",Mapping Environmental Health and Justice Issues,2024,Environmental Health: Foundations for …,books.google.com,https://books.google.com/books?hl=en&lr=&id=wKr8EAAAQBAJ&oi=fnd&pg=PA163&dq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&ots=KQ7SqZTwx-&sig=CN5srZoJ5HPFOk-O9jKOeIID0I4,NA,73,2025-09-15,NA,NA,0,0,0,2,1,… 41 The US EPA's EJScreen similarly combines environmental pollution and socioeconomic factors with vulnerability into one score that ranks vulnerability to environmental pollution. 42 …,NA,https://scholar.google.com/scholar?q=related:FCZr6lTm2ZMJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Grey literature platforms,Google Books aggregator/scans; identify original publisher if possible.
13,"J Maxcy-Brown, MA Elliott, B Bearden","Household level wastewater management and disposal data collection in the US: the history, shortcomings, and future policy implications",2023,Water Policy,iwaponline.com,https://iwaponline.com/wp/article/25/9/927/97569,https://scholar.google.com/scholar?cites=13857312625243717726&as_sdt=2005&sciodt=2007&hl=en,422,2025-09-15,HTML,NA,13,6.5,4,3,2,"… In 2022, the survey estimated 582,462 people were experiencing homelessness in US states and territories with the majority (roughly 60%) residing in sheltered facilities (US …",https://iwaponline.com/wp/article/25/9/927/97569,https://scholar.google.com/scholar?q=related:XgAw2WkQT8AJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Scholarly society / association publishers,"IWA Publishing is the publishing arm of the International Water Association, producing peer-reviewed journals and books in water science and technology ."
1,J McAdams,State Energy Justice Roundtable Series: Energy Justice Metrics,2023,NA,osti.gov,https://www.osti.gov/biblio/2229147,https://scholar.google.com/scholar?cites=3651363358467341656&as_sdt=2005&sciodt=2007&hl=en,347,2025-09-15,NA,NA,1,0.5,1,1,2,"… On the same day, the US Environmental Protection Agency released an update to its EJSCREEN tool, an … A beta version of the equity measurement framework is set to launch in 2022. …",https://www.osti.gov/servlets/purl/2229147,https://scholar.google.com/scholar?q=related:WL1S96A_rDIJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Governance, policy & institutional frameworks",Mentioned/Context,Government repositories,OSTI.gov is the U.S. DOE Office of Scientific and Technical Information repository.
0,"J McAdams, NL Hanus",Establishing and Maintaining Engagement for a Distributional Equity Analysis [Slides],2024,NA,osti.gov,https://www.osti.gov/biblio/2396674,NA,386,2025-09-15,NA,NA,0,0,0,2,1,The Distributional Equity Analysis (DEA) is an analytical framework that allows for the evaluation of the distributional equity of utility resource investments in combination with benefit-…,https://www.osti.gov/servlets/purl/2396674,https://scholar.google.com/scholar?q=related:uBAilbhmEXQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,"Natural environment, resources & ecosystems",Mentioned/Context,Government repositories,OSTI.gov is the U.S. DOE Office of Scientific and Technical Information repository.
0,"J Medrano, N Crnosija, RW Prather¹, ...",Bridging the environment and,2024,… social and built …,books.google.com,https://books.google.com/books?hl=en&lr=&id=zFzwEAAAQBAJ&oi=fnd&pg=PA17&dq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&ots=HazCYSY_uG&sig=GYbXboqG87_DqmX6Z0yN7c1oSHM,NA,378,2025-09-15,NA,NA,0,0,0,4,1,"… to be elevated, due to the sample's proximity to a major metropolitan area (as reported by the EPA's EJSCREEN tool). However, there was a nearly statistically significant decrease in …",NA,https://scholar.google.com/scholar?q=related:mYxLuCe6lfQJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Community engagement & knowledge,Mentioned/Context,Grey literature platforms,Google Books aggregator/scans; identify original publisher if possible.
0,J Quan,Programmatic Final Environmental Impact Statement Expenditure of Funds to Increase Prey Availability for Southern Resident Killer Whales,2024,NA,repository.library.noaa.gov,https://repository.library.noaa.gov/view/noaa/66880,NA,508,2025-09-15,NA,NA,0,0,0,1,1,"… On August 8, 2022, the district court found that NMFS violated both the ESA and NEPA. With respect to the ESA, the court determined that NMFS improperly relied on uncertain …",https://repository.library.noaa.gov/view/noaa/66880/noaa_66880_DS1.pdf,https://scholar.google.com/scholar?q=related:9eaWYBSM1JoJ:scholar.google.com/&scioq=%22ejscreen%22%7C%22epa+ejscreen%22%7C%22environmental+justice+screening+and+mapping+tool%22%7C%22epa+ej+screen%22%7C%22ej+screen%22%7C%22epa+environmental+justice+mapping+tool%22%7C%22environmental+justice+screening+tool+epa%22%7C%22ejscreen+v2.0%22%7C%22ejscreen+2020%22%7C%22ejscreen+2022%22&hl=en&as_sdt=2007&as_ylo=2023&as_yhi=2024,ejscreen_3,EJScreen,NA,NA,Energy & decarbonization,Applied,Government repositories,NOAA’s library repository provides access to NOAA scientific reports and publications.
